symbol,price,marketCap,beta,lastDividend,range,change,changePercentage,volume,averageVolume,companyName,currency,cik,isin,cusip,exchangeFullName,exchange,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
MS,159.025,253857968500,1.324,3.775,94.33-166.77,0.905,0.57235,1193306,5287360.0,Morgan Stanley,USD,0000895421,US6174464486,617446448,New York Stock Exchange,NYSE,Financial - Capital Markets,https://www.morganstanley.com,"Morgan Stanley, a financial holding company, provides various financial products and services to corporations, governments, financial institutions, and individuals in the Americas, Europe, the Middle East, Africa, and Asia. It operates through Institutional Securities, Wealth Management, and Investment Management segments. The Institutional Securities segment offers capital raising and financial advisory services, including services related to the underwriting of debt, equity, and other securities, as well as advice on mergers and acquisitions, restructurings, real estate, and project finance. This segment also provides sales and trading services, such as sales, financing, prime brokerage, and market-making services in equity and fixed income products consisting of foreign exchange and commodities; corporate and commercial real estate loans, which provides secured lending facilities and financing for sales and trading customers, and asset-backed and mortgage lending; and wealth management services, investment, and research services. The Wealth Management segment offers financial advisor-led brokerage and investment advisory services; self-directed brokerage services; financial and wealth planning services; workplace services, including stock plan administration; annuity and insurance products; securities-based lending, residential real estate loans, and other lending products; banking; and retirement plan services to individual investors and small to medium-sized businesses and institutions. The Investment Management segment provides equity, fixed income, liquidity, and alternative/other products to benefit/defined contribution plans, foundations, endowments, government entities, sovereign wealth funds, insurance companies, and third-party fund sponsors and corporations through institutional and intermediary channels. Morgan Stanley was founded in 1924 and is headquartered in New York, New York.",Edward N. Pick,Financial Services,US,81000,212 761 4000,1585 Broadway,New York City,NY,10036,https://images.financialmodelingprep.com/symbol/MS.png,1993-02-23,False,False,True,False,False
SNEX,98.94,5161165029,0.516,0.0,56.12667-106.98,-1.34,-1.33626,85740,520593.0,StoneX Group Inc.,USD,0000913760,US8618961085,861896108,NASDAQ Global Select,NASDAQ,Financial - Capital Markets,https://www.stonex.com,"StoneX Group Inc. operates as a global financial services network that connects companies, organizations, traders, and investors to market ecosystem worldwide. Its Commercial segment provides risk management and hedging, exchange-traded and OTC products execution and clearing, voice brokerage, market intelligence, physical trading, and commodity financing and logistics services. The company's Institutional segment provides equity trading services to institutional clients; and originates, structures, and places debt instruments in capital markets worldwide. Its services cover foreign securities, including unlisted American Depository Receipts, Global Depository Receipts, and foreign ordinary shares. This segment also operates as an institutional dealer in fixed income securities to serve asset managers, commercial bank trust and investment departments, broker-dealers, and insurance companies; engages in asset management business; and offers clearing and execution services in futures exchanges, brokerage foreign exchange services for the financial institutions and professional traders, and OTC products. The company's Retail segment provides trading services and solutions in the global financial markets, including spot foreign exchange, precious metals trading, and contracts for differences; and wealth management and investment services, as well as offers physical gold and other precious metals in various forms and denominations through coininvest.com and silver-to-go.com. Its Global Payments segment provides foreign exchange and treasury services to banks and commercial businesses, charities, and non-governmental and government organizations; and payments services. The company was formerly known as INTL FCStone Inc. and changed its name to StoneX Group Inc. in July 2020. StoneX Group Inc. was founded in 1924 and is headquartered in New York, New York.",Philip Andrew Smith,Financial Services,US,4709,212 485 3500,230 Park Avenue,New York City,NY,10169,https://images.financialmodelingprep.com/symbol/SNEX.png,1995-03-06,False,False,True,False,False
TSLA,440.35,1420286991534,2.086,0.0,214.25-488.54,1.38,0.31437,71118229,88273664.0,"Tesla, Inc.",USD,0001318605,US88160R1014,88160R101,NASDAQ Global Select,NASDAQ,Auto - Manufacturers,https://www.tesla.com,"Tesla, Inc. designs, develops, manufactures, leases, and sells electric vehicles, and energy generation and storage systems in the United States, China, and internationally. It operates in two segments, Automotive, and Energy Generation and Storage. The Automotive segment offers electric vehicles, as well as sells automotive regulatory credits; and non-warranty after-sales vehicle, used vehicles, retail merchandise, and vehicle insurance services. This segment also provides sedans and sport utility vehicles through direct and used vehicle sales, a network of Tesla Superchargers, and in-app upgrades; purchase financing and leasing services; services for electric vehicles through its company-owned service locations and Tesla mobile service technicians; and vehicle limited warranties and extended service plans. The Energy Generation and Storage segment engages in the design, manufacture, installation, sale, and leasing of solar energy generation and energy storage products, and related services to residential, commercial, and industrial customers and utilities through its website, stores, and galleries, as well as through a network of channel partners; and provision of service and repairs to its energy product customers, including under warranty, as well as various financing options to its solar customers. The company was formerly known as Tesla Motors, Inc. and changed its name to Tesla, Inc. in February 2017. Tesla, Inc. was incorporated in 2003 and is headquartered in Austin, Texas.",Elon R. Musk,Consumer Cyclical,US,125665,512 516 8177,1 Tesla Road,Austin,TX,78725,https://images.financialmodelingprep.com/symbol/TSLA.png,2010-06-29,False,False,True,False,False
DELL,155.25,104384285888,1.126,2.02,66.25-166.1,5.12,3.41038,2608353,6736109.0,Dell Technologies Inc.,USD,0001571996,US24703L2025,24703L202,New York Stock Exchange,NYSE,Computer Hardware,https://www.delltechnologies.com,"Dell Technologies Inc. designs, develops, manufactures, markets, sells, and supports information technology (IT) solutions, products, and services worldwide. The company operates through three segments: Infrastructure Solutions Group (ISG), Client Solutions Group (CSG), and VMware. The ISG segment provides traditional and next-generation storage solutions; and rack, blade, tower, and hyperscale servers. This segment also offers networking products and services that help its business customers to transform and modernize their infrastructure, mobilize and enrich end-user experiences, and accelerate business applications and processes; attached software and peripherals; and support and deployment, configuration, and extended warranty services. The CSG segment provides desktops, workstations, and notebooks; displays and projectors; attached and third-party software and peripherals, as well as support and deployment, configuration, and extended warranty services. The VMware segment supports customers in the areas of hybrid and multi-cloud, modern applications, networking, security, and digital workspaces, helping customers to manage IT resource across private clouds and complex multi-cloud, multi-device environments. Dell Technologies Inc. also provides information security; and cloud software and infrastructure-as-a-service solutions that enable customers to migrate, run, and manage mission-critical applications in cloud-based IT environments. The company was formerly known as Denali Holding Inc. and changed its name to Dell Technologies Inc. in August 2016. Dell Technologies Inc. was founded in 1984 and is headquartered in Round Rock, Texas.",Michael Saul Dell,Technology,US,108000,800 289 3355,One Dell Way,Round Rock,TX,78682,https://images.financialmodelingprep.com/symbol/DELL.png,2016-08-17,False,False,True,False,False
PEP,151.36,206967001729,0.458,5.555,127.6-174,-1.67,-1.09129,1418683,8692063.7,"PepsiCo, Inc.",USD,0000077476,US7134481081,713448108,NASDAQ Global Select,NASDAQ,Beverages - Non-Alcoholic,https://www.pepsico.com,"PepsiCo, Inc. manufactures, markets, distributes, and sells various beverages and convenient foods worldwide. The company operates through seven segments: Frito-Lay North America; Quaker Foods North America; PepsiCo Beverages North America; Latin America; Europe; Africa, Middle East and South Asia; and Asia Pacific, Australia and New Zealand and China Region. It provides dips, cheese-flavored snacks, and spreads, as well as corn, potato, and tortilla chips; cereals, rice, pasta, mixes and syrups, granola bars, grits, oatmeal, rice cakes, simply granola, and side dishes; beverage concentrates, fountain syrups, and finished goods; ready-to-drink tea, coffee, and juices; dairy products; and sparkling water makers and related products. It serves wholesale and other distributors, foodservice customers, grocery stores, drug stores, convenience stores, discount/dollar stores, mass merchandisers, membership stores, hard discounters, e-commerce retailers and authorized independent bottlers, and others through a network of direct-store-delivery, customer warehouse, and distributor networks, as well as directly to consumers through e-commerce platforms and retailers. The company was founded in 1898 and is headquartered in Purchase, New York.",Ramon Luis Laguarta,Consumer Defensive,US,319000,914 253 2000,700 Anderson Hill Road,Purchase,NY,10577,https://images.financialmodelingprep.com/symbol/PEP.png,1972-06-01,False,False,True,False,False
UPS,86.99,73735052722,1.078,6.55,82-145.01,-0.09,-0.10335,2625170,8464329.0,"United Parcel Service, Inc.",USD,0001090727,US9113121068,911312106,New York Stock Exchange,NYSE,Integrated Freight & Logistics,https://www.ups.com,"United Parcel Service, Inc. provides letter and package delivery, transportation, logistics, and related services. It operates through two segments, U.S. Domestic Package and International Package. The U.S. Domestic Package segment offers time-definite delivery of letters, documents, small packages, and palletized freight through air and ground services in the United States. The International Package segment provides guaranteed day and time-definite international shipping services in Europe, the Asia Pacific, Canada and Latin America, the Indian sub-continent, the Middle East, and Africa. This segment offers guaranteed time-definite express options. The company also provides international air and ocean freight forwarding, customs brokerage, distribution and post-sales, and mail and consulting services in approximately 200 countries and territories. In addition, it offers truckload brokerage services; supply chain solutions to the healthcare and life sciences industry; shipping, visibility, and billing technologies; and financial and insurance services. The company operates a fleet of approximately 121,000 package cars, vans, tractors, and motorcycles; and owns 59,000 containers that are used to transport cargo in its aircraft. United Parcel Service, Inc. was founded in 1907 and is headquartered in Atlanta, Georgia.",Carol B. Tome,Industrials,US,490000,404 828 6000,"55 Glenlake Parkway, N.E.",Atlanta,GA,30328,https://images.financialmodelingprep.com/symbol/UPS.png,1999-11-10,False,False,True,False,False
JNJ,191.95,462280646480,0.392,5.08,140.68-194.48,-0.985,-0.51053,2425245,8487948.0,Johnson & Johnson,USD,0000200406,US4781601046,478160104,New York Stock Exchange,NYSE,Drug Manufacturers - General,https://www.jnj.com,"Johnson & Johnson, together with its subsidiaries, researches and develops, manufactures, and sells various products in the healthcare field worldwide. The company's Consumer Health segment offers baby care products under the JOHNSON'S and AVEENO Baby brands; oral care products under the LISTERINE brand; skin health/beauty products under the AVEENO, CLEAN & CLEAR, DR. CI:LABO, NEUTROGENA, and OGX brands; TYLENOL acetaminophen products; SUDAFED cold, flu, and allergy products; BENADRYL and ZYRTEC allergy products; MOTRIN IB ibuprofen products; NICORETTE smoking cessation products; and PEPCID acid reflux products. It also offers STAYFREE and CAREFREE sanitary pads; o.b. tampons; adhesive bandages under the BAND-AID brand; and first aid products under the NEOSPORIN brand. It serves general public, retail outlets, and distributors. The company's Pharmaceutical segment offers products for rheumatoid arthritis, psoriatic arthritis, inflammatory bowel disease, and psoriasis; HIV/AIDS and COVID-19 infectious diseases; mood disorders, neurodegenerative disorders, and schizophrenia; prostate cancer, hematologic malignancies, lung cancer, and bladder cancer; thrombosis, diabetes and macular degeneration; and pulmonary arterial hypertension. This segment serves retailers, wholesalers, distributors, hospitals, and healthcare professionals directly for prescription use. Its MedTech segment provides electrophysiology products to treat cardiovascular diseases; neurovascular care products to treat hemorrhagic and ischemic stroke; orthopaedics products in support of hips, knees, trauma, spine, sports, and other; advanced and general surgery solutions that focus on breast aesthetics, ear, nose, and throat procedures; and disposable contact lenses and ophthalmic products related to cataract and laser refractive surgery under the ACUVUE brand. This segment serves wholesalers, hospitals, and retailers. The company was founded in 1886 and is based in New Brunswick, New Jersey.",Joaquin Duato,Healthcare,US,138100,732 524 0400,One Johnson & Johnson Plaza,New Brunswick,NJ,08933,https://images.financialmodelingprep.com/symbol/JNJ.png,1943-01-02,False,False,True,False,False
FDX,237.175,55962736463,1.288,5.66,194.3-308.53,-2.235,-0.93354,438494,1980298.0,FedEx Corporation,USD,0001048911,US31428X1063,31428X106,New York Stock Exchange,NYSE,Integrated Freight & Logistics,https://www.fedex.com,"FedEx Corporation provides transportation, e-commerce, and business services in the United States and internationally. The company's FedEx Express segment offers express transportation, small-package ground delivery, and freight transportation services; time-critical transportation services; and cross-border enablement, technology, and e-commerce transportation solutions. Its FedEx Ground segment provides day-certain delivery services to businesses and residences. The company's FedEx Freight segment offers less-than-truckload freight transportation services. As of May 31, 2022, this segment had approximately 30,000 vehicles and 400 service centers. Its FedEx Services segment provides sales, marketing, information technology, communications, customer service, technical support, billing and collection, and back-office support services. The company's Corporate, Other and Eliminations segment offers integrated supply chain management solutions, specialty transportation, customs brokerage, and global ocean and air freight forwarding services; and document and business services, as well as retail access to its customers for its package transportation businesses. FedEx Corporation was founded in 1971 and is based in Memphis, Tennessee.",Rajesh Subramaniam,Industrials,US,306000,901 818 7500,942 South Shady Grove Road,Memphis,TN,38120,https://images.financialmodelingprep.com/symbol/FDX.png,1978-04-12,False,False,True,False,False
PG,151.905,355785328704,0.364,3.1201,146.97-180.43,-0.295,-0.19382,3514084,7503964.0,The Procter & Gamble Company,USD,0000080424,US7427181091,742718109,New York Stock Exchange,NYSE,Household & Personal Products,https://www.pginvestor.com,"The Procter & Gamble Company provides branded consumer packaged goods worldwide. It operates through five segments: Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine & Family Care. The Beauty segment offers conditioners, shampoos, styling aids, and treatments under the Head & Shoulders, Herbal Essences, Pantene, and Rejoice brands; and antiperspirants and deodorants, personal cleansing, and skin care products under the Olay, Old Spice, Safeguard, Secret, and SK-II brands. The Grooming segment provides shave care products and appliances under the Braun, Gillette, and Venus brand names. The Health Care segment offers toothbrushes, toothpastes, and other oral care products under the Crest and Oral-B brand names; and gastrointestinal, rapid diagnostics, respiratory, vitamins/minerals/supplements, pain relief, and other personal health care products under the Metamucil, Neurobion, Pepto-Bismol, and Vicks brands. The Fabric & Home Care segment provides fabric enhancers, laundry additives, and laundry detergents under the Ariel, Downy, Gain, and Tide brands; and air care, dish care, P&G professional, and surface care products under the Cascade, Dawn, Fairy, Febreze, Mr. Clean, and Swiffer brands. The Baby, Feminine & Family Care segment offers baby wipes, taped diapers, and pants under the Luvs and Pampers brands; adult incontinence and feminine care products under the Always, Always Discreet, and Tampax brands; and paper towels, tissues, and toilet papers under the Bounty, Charmin, and Puffs brands. The company sells its products primarily through mass merchandisers, e-commerce, grocery stores, membership club stores, drug stores, department stores, distributors, wholesalers, specialty beauty stores, high-frequency stores, pharmacies, electronics stores, and professional channels, as well as directly to consumers. The Procter & Gamble Company was founded in 1837 and is headquartered in Cincinnati, Ohio.",Jon R. Moeller,Consumer Defensive,US,108000,513 983 1100,One Procter & Gamble Plaza,Cincinnati,OH,45202,https://images.financialmodelingprep.com/symbol/PG.png,1978-01-13,False,False,True,False,False
LOW,241.76,135583713133,0.88,5.85,206.39-280.64,-1.77,-0.72681,696718,2812400.0,"Lowe's Companies, Inc.",USD,0000060667,US5486611073,548661107,New York Stock Exchange,NYSE,Home Improvement,https://www.lowes.com,"Lowe's Companies, Inc., together with its subsidiaries, operates as a home improvement retailer in the United States and internationally. The company offers a line of products for construction, maintenance, repair, remodeling, and decorating. It provides home improvement products, such as appliances, seasonal and outdoor living, lawn and garden, lumber, kitchens and bath, tools, paint, millwork, hardware, flooring, rough plumbing, building materials, decor, lighting, and electrical. It also offers installation services through independent contractors in various product categories; extended protection plans; and in-warranty and out-of-warranty repair services. The company sells its national brand-name merchandise and private brand products to homeowners, renters, and professional customers. As of January 28, 2022, it operated 1,971 home improvement and hardware stores. The company also sells its products through websites comprising Lowes.com and Lowesforpros.com; and through mobile applications. Lowe's Companies, Inc. was founded in 1921 and is based in Mooresville, North Carolina.",Marvin R. Ellison,Consumer Cyclical,US,161000,704 758 1000,1000 Lowe's Boulevard,Mooresville,NC,28117,https://images.financialmodelingprep.com/symbol/LOW.png,1980-03-17,False,False,True,False,False
ACI,19.505,10716540223,0.344,0.57,16.7-23.2,-0.055,-0.28119,1862981,6545426.0,"Albertsons Companies, Inc.",USD,0001646972,US0130911037,013091103,New York Stock Exchange,NYSE,Grocery Stores,https://www.albertsonscompanies.com,"Albertsons Companies, Inc., through its subsidiaries, engages in the operation of food and drug stores in the United States. The company's food and drug retail stores offer grocery products, general merchandise, health and beauty care products, pharmacy, fuel, and other items and services. It also manufactures and processes food products for sale in stores. As of February 26, 2022, it operated 2,276 stores under various banners, including Albertsons, Safeway, Vons, Pavilions, Randalls, Tom Thumb, Carrs, Jewel-Osco, Acme, Shaw's, Star Market, United Supermarkets, Market Street, Haggen, Kings Food Markets, and Balducci's Food Lovers Market; and 1,722 pharmacies, 1,317 in-store branded coffee shops, 402 adjacent fuel centers, 22 distribution centers, and 20 manufacturing facilities, as well as various digital platforms. The company was founded in 1860 and is headquartered in Boise, Idaho.",Susan D. Morris,Consumer Defensive,US,108300,208 395 6200,250 Parkcenter Boulevard,Boise,ID,83706,https://images.financialmodelingprep.com/symbol/ACI.png,2020-06-26,False,False,True,False,False
SYY,78.22,38182534275,0.836,2.1,67.12-83.47,-0.38,-0.48346,1441761,2999920.0,Sysco Corporation,USD,0000096021,US8718291078,871829107,New York Stock Exchange,NYSE,Food Distribution,https://www.sysco.com,"Sysco Corporation, through its subsidiaries, engages in the marketing and distribution of various food and related products primarily to the foodservice or food-away-from-home industry in the United States, Canada, the United Kingdom, France, and internationally. It operates through U.S. Foodservice Operations, International Foodservice Operations, SYGMA, and Other segments. The company distributes frozen foods, such as meats, seafood, fully prepared entrées, fruits, vegetables, and desserts; canned and dry foods; fresh meats and seafood; dairy products; beverage products; imported specialties; and fresh produce. It also supplies various non-food items, including paper products comprising disposable napkins, plates, and cups; tableware consisting of China and silverware; cookware, which include pots, pans, and utensils; restaurant and kitchen equipment and supplies; and cleaning supplies. The company serves restaurants, hospitals and nursing homes, schools and colleges, hotels and motels, industrial caterers, and other foodservice venues. As of August 27, 2021, it operated 343 distribution facilities. Sysco Corporation was incorporated in 1969 and is headquartered in Houston, Texas.",Kevin P. Hourican,Consumer Defensive,US,76000,281 584 1390,1390 Enclave Parkway,Houston,TX,77077-2099,https://images.financialmodelingprep.com/symbol/SYY.png,1973-05-08,False,False,True,False,False
AXP,354.62,247435917761,1.294,3.16,220.43-357.73,2.62,0.74432,754897,2580743.0,American Express Company,USD,0000004962,US0258161092,025816109,New York Stock Exchange,NYSE,Financial - Credit Services,https://www.americanexpress.com,"American Express Company, together with its subsidiaries, provides charge and credit payment card products, and travel-related services worldwide. The company operates through three segments: Global Consumer Services Group, Global Commercial Services, and Global Merchant and Network Services. Its products and services include payment and financing products; network services; accounts payable expense management products and services; and travel and lifestyle services. The company's products and services also comprise merchant acquisition and processing, servicing and settlement, point-of-sale marketing, and information products and services for merchants; and fraud prevention services, as well as the design and operation of customer loyalty programs. It sells its products and services to consumers, small businesses, mid-sized companies, and large corporations through mobile and online applications, third-party vendors and business partners, direct mail, telephone, in-house sales teams, and direct response advertising. American Express Company was founded in 1850 and is headquartered in New York, New York.",Stephen Joseph Squeri,Financial Services,US,75100,212 640 2000,200 Vesey Street,New York City,NY,10285,https://images.financialmodelingprep.com/symbol/AXP.png,1972-06-01,False,False,True,False,False
MET,78.27,52051589247,0.849,2.225,65.21-89.05,-0.29,-0.36914,549736,3360982.0,"MetLife, Inc.",USD,0001099219,US59156R1086,59156R108,New York Stock Exchange,NYSE,Insurance - Life,https://www.metlife.com,"MetLife, Inc., a financial services company, provides insurance, annuities, employee benefits, and asset management services worldwide. It operates through five segments: U.S.; Asia; Latin America; Europe, the Middle East and Africa; and MetLife Holdings. The company offers life, dental, group short-and long-term disability, individual disability, pet insurance, accidental death and dismemberment, vision, and accident and health coverages, as well as prepaid legal plans; administrative services-only arrangements to employers; and general and separate account, and synthetic guaranteed interest contracts, as well as private floating rate funding agreements. It also provides pension risk transfers, institutional income annuities, structured settlements, and capital markets investment products; and other products and services, such as life insurance products and funding agreements for funding postretirement benefits, as well as company, bank, or trust-owned life insurance used to finance nonqualified benefit programs for executives. In addition, it provides fixed, indexed-linked, and variable annuities; and pension products; regular savings products; whole and term life, endowments, universal and variable life, and group life products; longevity reinsurance solutions; credit insurance products; and protection against long-term health care services. MetLife, Inc. was founded in 1863 and is headquartered in New York, New York.",Michel Abbas Khalaf,Financial Services,US,45000,212 578 9500,200 Park Avenue,New York City,NY,10166-0188,https://images.financialmodelingprep.com/symbol/MET.png,2000-04-05,False,False,True,False,False
HCA,446.085,104380990448,1.407,2.82,289.98-446.57,4.895,1.1095,730071,1299950.0,"HCA Healthcare, Inc.",USD,0000860730,US40412C1018,40412C101,New York Stock Exchange,NYSE,Medical - Care Facilities,https://www.hcahealthcare.com,"HCA Healthcare, Inc., through its subsidiaries, provides health care services company in the United States. The company operates general and acute care hospitals that offers medical and surgical services, including inpatient care, intensive care, cardiac care, diagnostic, and emergency services; and outpatient services, such as outpatient surgery, laboratory, radiology, respiratory therapy, cardiology, and physical therapy. It also operates outpatient health care facilities consisting of freestanding ambulatory surgery centers, freestanding emergency care facilities, urgent care facilities, walk-in clinics, diagnostic and imaging centers, rehabilitation and physical therapy centers, radiation and oncology therapy centers, physician practices, and various other facilities. In addition, the company operates psychiatric hospitals, which provide therapeutic programs comprising child, adolescent and adult psychiatric care, adolescent and adult alcohol, drug abuse treatment, and counseling services. As of December 31, 2021, it operated 182 hospitals, including 175 general and acute care hospitals, five psychiatric hospitals, and two rehabilitation hospitals; 125 freestanding surgery centers; and 21 freestanding endoscopy centers in 20 states and England. The company was formerly known as HCA Holdings, Inc. HCA Healthcare, Inc. was founded in 1968 and is headquartered in Nashville, Tennessee.",Samuel N. Hazen,Healthcare,US,226000,615 344 9551,One Park Plaza,Nashville,TN,37203,https://images.financialmodelingprep.com/symbol/HCA.png,2011-03-10,False,False,True,False,False
PRU,101.78,35826692416,1.021,5.35,90.38-130.55,-0.31,-0.30365,280591,1606675.0,"Prudential Financial, Inc.",USD,0001137774,US7443201022,744320102,New York Stock Exchange,NYSE,Insurance - Life,https://www.prudential.com,"Prudential Financial, Inc., together with its subsidiaries, provides insurance, investment management, and other financial products and services in the United States and internationally. It operates through eight segments: PGIM, Retirement, Group Insurance, Individual Annuities, Individual Life, Assurance IQ, International Businesses, and Closed Block. The company offers investment management services and solutions related to public fixed income, public equity, real estate debt and equity, private credit and other alternatives, and multi-asset class strategies to institutional and retail clients, as well as its general account. It also provides a range of retirement investment, and income products and services to retirement plan sponsors in the public, private, and not-for-profit sectors; and group life, long-term and short-term group disability, and group corporate-, bank-, and trust-owned life insurance in the United States, primarily to institutional clients for use in connection with employee and membership benefits plans, as well as sells accidental death and dismemberment, and other supplemental health solutions; and provides plan administration services in connection with its insurance coverages. In addition, the company develops and distributes individual variable and fixed annuity products, principally to the mass affluent and affluent markets; and individual variable, term, and universal life insurance products to the mass middle, mass affluent, and affluent markets in the United States. Further, it provides third-party life, health, Medicare, property and casualty, and term life products to retail shoppers through its digital and independent agent channels. The company offers its products and services to individual and institutional customers through its proprietary and third-party distribution networks. Prudential Financial, Inc. was founded in 1875 and is headquartered in Newark, New Jersey.",Andrew Francis Sullivan,Financial Services,US,37936,973 802 6000,751 Broad Street,Newark,NJ,07102,https://images.financialmodelingprep.com/symbol/PRU.png,2001-12-13,False,False,True,False,False
BA,218.88,165507796282,1.47,0.0,128.88-242.69,2.29,1.0573,2627255,7312578.0,The Boeing Company,USD,0000012927,US0970231058,097023105,New York Stock Exchange,NYSE,Aerospace & Defense,https://www.boeing.com,"The Boeing Company, together with its subsidiaries, designs, develops, manufactures, sales, services, and supports commercial jetliners, military aircraft, satellites, missile defense, human space flight and launch systems, and services worldwide. The company operates through four segments: Commercial Airplanes; Defense, Space & Security; Global Services; and Boeing Capital. The Commercial Airplanes segment provides commercial jet aircraft for passenger and cargo requirements, as well as fleet support services. The Defense, Space & Security segment engages in the research, development, production, and modification of manned and unmanned military aircraft and weapons systems; strategic defense and intelligence systems, which include strategic missile and defense systems, command, control, communications, computers, intelligence, surveillance and reconnaissance, cyber and information solutions, and intelligence systems; and satellite systems, such as government and commercial satellites, and space exploration. The Global Services segment offers products and services, including supply chain and logistics management, engineering, maintenance and modifications, upgrades and conversions, spare parts, pilot and maintenance training systems and services, technical and maintenance documents, and data analytics and digital services to commercial and defense customers. The Boeing Capital segment offers financing services and manages financing exposure for a portfolio of equipment under operating leases, sales-type/finance leases, notes and other receivables, assets held for sale or re-lease, and investments. The company was incorporated in 1916 and is based in Chicago, Illinois.",Robert K. Ortberg,Industrials,US,172000,7034146338,929 Long Bridge Drive,Arlington,VA,22202,https://images.financialmodelingprep.com/symbol/BA.png,1962-01-02,False,False,True,False,False
CAT,517.305,242346489263,1.465,5.84,267.3-544.99,3.395,0.66062,846646,3007806.0,Caterpillar Inc.,USD,0000018230,US1491231015,149123101,New York Stock Exchange,NYSE,Agricultural - Machinery,https://www.caterpillar.com,"Caterpillar Inc. manufactures and sells construction and mining equipment, diesel and natural gas engines, and industrial gas turbines worldwide. Its Construction Industries segment offers asphalt pavers, backhoe loaders, compactors, cold planers, compact track and multi-terrain loaders, excavators, motorgraders, pipelayers, road reclaimers, site prep tractors, skid steer loaders, telehandlers, and utility vehicles; mini, small, medium, and large excavators; compact, small, and medium wheel loaders; track-type tractors and loaders; and wheel excavators. The Resource Industries segment provides electric rope shovels, draglines, hydraulic shovels, rotary drills, hard rock vehicles, track-type tractors, mining trucks, longwall miners, wheel loaders, off-highway trucks, articulated trucks, wheel tractor scrapers, wheel dozers, fleet management, landfill compactors, soil compactors, machinery components, autonomous ready vehicles and solutions, select work tools, and safety services and mining performance solutions. The Energy & Transportation segment offers reciprocating engines, generator sets, integrated systems and solutions, turbines and turbine-related services, remanufactured reciprocating engines and components, centrifugal gas compressors, diesel-electric locomotives and components, and other rail-related products and services for marine, oil and gas, industrial, and electric power generation sectors. The company's Financial Products segment provides operating and finance leases, installment sale contracts, working capital loans, and wholesale financing plans; and insurance and risk management products for vehicles, power generation facilities, and marine vessels. The All Other operating segment manufactures filters and fluids, undercarriage, ground engaging tools, etc. The company was formerly known as Caterpillar Tractor Co. and changed its name to Caterpillar Inc. in 1986. The company was founded in 1925 and is headquartered in Deerfield, Illinois.",Joseph E. Creed CPA,Industrials,US,112900,224-551-4000,510 Lake Cook Road,Deerfield,IL,60015,https://images.financialmodelingprep.com/symbol/CAT.png,1929-12-02,False,False,True,False,False
ALL,195.05,51396715397,0.377,3.92,176-215.7,0.26,0.13348,357893,1426560.0,The Allstate Corporation,USD,0000899051,US0200021014,020002101,New York Stock Exchange,NYSE,Insurance - Property & Casualty,https://www.allstate.com,"The Allstate Corporation, together with its subsidiaries, provides property and casualty, and other insurance products in the United States and Canada. The company operates through Allstate Protection; Protection Services; Allstate Health and Benefits; and Run-off Property-Liability segments. The Allstate Protection segment offers private passenger auto and homeowners insurance; specialty auto products, including motorcycle, trailer, motor home, and off-road vehicle insurance; other personal lines products, such as renter, condominium, landlord, boat, umbrella, and manufactured home and stand-alone scheduled personal property; and commercial lines products under the Allstate and Encompass brand names. The Protection Services segment provides consumer product protection plans and related technical support for mobile phones, consumer electronics, furniture, and appliances; finance and insurance products, including vehicle service contracts, guaranteed asset protection waivers, road hazard tire and wheel, and paint and fabric protection; roadside assistance; device and mobile data collection services; data and analytic solutions using automotive telematics information; and identity protection services. This segment offers its products under various brands including Allstate Protection Plans, Allstate Dealer Services, Allstate Roadside Services, Arity, and Allstate Identity Protection. The Allstate Health and Benefits provides life, accident, critical illness, short-term disability, and other health insurance products. The Run-off Property-Liability offers property and casualty insurance. It sells its products through call centers, agencies, financial specialists, independent agents, brokers, wholesale partners, and affinity groups, as well as through online and mobile applications. The Allstate Corporation was founded in 1931 and is based in Northbrook, Illinois.",Thomas Joseph Wilson II,Financial Services,US,55000,847 402 5000,2775 Sanders Road,Northbrook,IL,60062,https://images.financialmodelingprep.com/symbol/ALL.png,1993-06-03,False,False,True,False,False
PFIZER.NS,5297.5,242348424858,0.113,35.0,3701-5993,-54.0,-1.00906,22331,38647.0,Pfizer Limited,INR,,INE182A01018,Y6890M120,National Stock Exchange of India,NSE,Drug Manufacturers - General,https://www.pfizerltd.co.in,"Pfizer Limited manufactures, markets, trades in, and exports pharmaceutical products in India and internationally. The company offers its products in various therapeutic areas, including neuro/central nervous system, hormones, cardiovascular, hemophilia, anti-infectives, gynecology, pain/analgesics, orthopedic, oncology, urology, anti-parasitic, gastro intestinal, vaccines, respiratory, and vitamins/minerals/nutrients. It sells its products through a network of independent distributors primarily under various brand names. The company was incorporated in 1950 and is headquartered in Mumbai, India.",Meenakshi Nevatia,Healthcare,IN,1721,91 22 6693 2000,The Capital,Mumbai,,400051,https://images.financialmodelingprep.com/symbol/PFIZER.NS.png,2002-07-01,False,False,True,False,False
